username,artist,album,song,date
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 08:40
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 08:39
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 08:37
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 08:37
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 08:36
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 08:34
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 08:34
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 08:33
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 08:31
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 08:31
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 08:30
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 08:28
Lourencoo,Ethel Cain,Preacher’s Daughter,American Teenager,05 Nov 2022 08:28
Lourencoo,Taylor Swift,Midnights (3am Edition),Anti-Hero,05 Nov 2022 08:27
Lourencoo,Grimes,Art Angels,Flesh without Blood,05 Nov 2022 08:25
